400,-0.904,5.574
401,-0.9016,5.572
402,-0.8992,5.57
403,-0.8968,5.568
404,-0.8944,5.566
405,-0.892,5.564
406,-0.8892,5.5616
407,-0.8864,5.5592
408,-0.8836,5.5568
409,-0.8808,5.5544
410,-0.878,5.552
411,-0.8778,5.547
412,-0.8776,5.542
413,-0.8774,5.537
414,-0.8772,5.532
415,-0.877,5.527
416,-0.883,5.5148
417,-0.889,5.5026
418,-0.895,5.4904
419,-0.901,5.4782
420,-0.907,5.466
421,-0.913,5.4538
422,-0.919,5.4416
423,-0.925,5.4294
424,-0.931,5.4172
425,-0.937,5.405
426,-0.9418,5.3922
427,-0.9466,5.3794
428,-0.9514,5.3666
429,-0.9562,5.3538
430,-0.961,5.341
431,-0.964,5.3278
432,-0.967,5.3146
433,-0.97,5.3014
434,-0.973,5.2882
435,-0.976,5.275
436,-0.9792,5.2618
437,-0.9824,5.2486
438,-0.9856,5.2354
439,-0.9888,5.2222
440,-0.992,5.209
441,-0.9918,5.1952
442,-0.9916,5.1814
443,-0.9914,5.1676
444,-0.9912,5.1538
445,-0.991,5.14
446,-0.9856,5.1248
447,-0.9802,5.1096
448,-0.9748,5.0944
449,-0.9694,5.0792
450,-0.964,5.064
451,-0.9588,5.0488
452,-0.9536,5.0336
453,-0.9484,5.0184
454,-0.9432,5.0032
455,-0.938,4.988
456,-0.9326,4.9682
457,-0.9272,4.9484
458,-0.9218,4.9286
459,-0.9164,4.9088
460,-0.911,4.889
461,-0.9066,4.8268
462,-0.9022,4.7646
463,-0.8978,4.7024
464,-0.8934,4.6402
465,-0.889,4.578
466,-0.8844,4.5158
467,-0.8798,4.4536
468,-0.8752,4.3914
469,-0.8706,4.3292
470,-0.866,4.267
471,-0.8616,4.2048
472,-0.8572,4.1426
473,-0.8528,4.0804
474,-0.8484,4.0182
475,-0.844,3.956
476,-0.872,3.893
477,-0.9,3.83
478,-0.928,3.767
479,-0.956,3.704
480,-0.984,3.641
481,-1.0376,3.5776
482,-1.0912,3.5142
483,-1.1448,3.4508
484,-1.1984,3.3874
485,-1.252,3.324
486,-1.3056,3.2604
487,-1.3592,3.1968
488,-1.4128,3.1332
489,-1.4664,3.0696
490,-1.52,3.006
491,-1.5734,2.9426
492,-1.6268,2.8792
493,-1.6802,2.8158
494,-1.7336,2.7524
495,-1.787,2.689
496,-1.8494,2.6458
497,-1.9118,2.6026
498,-1.9742,2.5594
499,-2.0366,2.5162
500,-2.099,2.473
501,-2.1646,2.4368
502,-2.2302,2.4006
503,-2.2958,2.3644
504,-2.3614,2.3282
505,-2.427,2.292
506,-2.4924,2.256
507,-2.5578,2.22
508,-2.6232,2.184
509,-2.6886,2.148
510,-2.754,2.112
511,-2.8194,2.0758
512,-2.8848,2.0396
513,-2.9502,2.0034
514,-3.0156,1.9672
