210,2.475,0
211,2.47,0
212,2.465,0
213,2.46,0
214,2.455,0
215,2.45,0
216,2.445,0
217,2.44,0
218,2.435,0
219,2.43,0
220,2.425,0
221,2.42,0
222,2.415,0
223,2.41,0
224,2.405,0
225,2.4,0
226,2.395,0
227,2.39,0
228,2.385,0
229,2.38,0
230,2.375,0
231,2.37,0
232,2.365,0
233,2.36,0
234,2.355,0
235,2.35,0
236,2.345,0
237,2.34,0
238,2.335,0
239,2.33,0
240,2.325,0
241,2.32,0
242,2.315,0
243,2.31,0
244,2.305,0
245,2.3,0
246,2.295,0
247,2.29,0
248,2.285,0
249,2.28,0
250,2.275,0
251,2.27,0
252,2.265,0
253,2.26,0
254,2.255,0
255,2.25,0
256,2.245,0
257,2.24,0
258,2.235,0
259,2.23,0
260,2.22,0
261,2.21,0
262,2.206666667,0
263,2.203333333,0
264,2.2,0
265,2.196666667,0
266,2.193333333,0
267,2.19,0
268,2.186666667,0
269,2.183333333,0
270,2.18,0
271,2.173333333,0
272,2.166666667,0
273,2.16,0
274,2.156666667,0
275,2.153333333,0
276,2.15,0
277,2.146666667,0
278,2.143333333,0
279,2.14,0
280,2.133333333,0
281,2.126666667,0
282,2.12,0
283,2.12,0
284,2.12,0
285,2.12,0
286,2.115,0
287,2.11,0
288,2.105,0
289,2.1,0
290,2.096666667,0
291,2.093333333,0
292,2.09,0
293,2.09,0
294,2.09,0
295,2.09,0
296,2.09,0
297,2.086666667,0
298,2.083333333,0
299,2.08,0
300,2.0775,0
301,2.075,0
302,2.0725,0
303,2.07,0
304,2.07,0
305,2.07,0
306,2.07,0
307,2.0675,0
308,2.065,0
309,2.0625,0
310,2.06,0
311,2.06,0
312,2.06,0
313,2.06,0
314,2.06,0
315,2.0575,0
316,2.055,0
317,2.0525,0
318,2.05,0
319,2.05,0
320,2.05,0
321,2.05,0
322,2.05,0
323,2.048,0
324,2.046,0
325,2.044,0
326,2.042,0
327,2.04,0
328,2.04,0
329,2.04,0
330,2.04,0
331,2.04,0
332,2.038,0
333,2.036,0
334,2.034,0
335,2.032,0
336,2.03,0
337,2.03,0
338,2.03,0
339,2.03,0
340,2.03,0
341,2.028,0
342,2.026,0
343,2.024,0
344,2.022,0
345,2.02,0
346,2.02,0
347,2.02,0
348,2.02,0
349,2.02,0
350,2.02,0
351,2.018,0
352,2.016,0
353,2.014,0
354,2.012,0
355,2.01,0
356,2.01,0
357,2.01,0
358,2.01,0
359,2.01,0
360,2.01,0
361,2.008,0
362,2.006,0
363,2.004,0
364,2.002,0
365,2,0
366,2,0
367,2,0
368,2,0
369,2,0
370,2,0
371,2,0
372,2,0
373,2,0
374,2,0
375,2,0
376,2,0
377,1.998333333,0
378,1.996666667,0
379,1.995,0
380,1.993333333,0
381,1.991666667,0
382,1.99,0
383,1.99,0
384,1.99,0
385,1.99,0
386,1.99,0
387,1.99,0
388,1.99,0
389,1.99,0
390,1.99,0
391,1.99,0
392,1.99,0
393,1.99,0
394,1.99,0
395,1.988333333,0
396,1.986666667,0
397,1.985,0
398,1.983333333,0
399,1.981666667,0
400,1.98,0
401,1.98,0
402,1.98,0
403,1.98,0
404,1.98,0
405,1.98,0
406,1.98,0
407,1.98,0
408,1.98,0
409,1.98,0
410,1.98,0
411,1.98,0
412,1.98,0
413,1.98,0
414,1.98,0
415,1.978571429,0
416,1.977142857,0
417,1.975714286,0
418,1.974285714,0
419,1.972857143,0
420,1.971428571,0
421,1.97,0
422,1.97,0
423,1.97,0
424,1.97,0
425,1.97,0
426,1.97,0
427,1.97,0
428,1.97,0
429,1.97,0
430,1.97,0
431,1.97,0
432,1.97,0
433,1.97,0
434,1.97,0
435,1.97,0
436,1.97,0
437,1.968571429,0
438,1.967142857,0
439,1.965714286,0
440,1.964285714,0
441,1.962857143,0
442,1.961428571,0
443,1.96,0
444,1.96,0
445,1.96,0
446,1.96,0
447,1.96,0
448,1.96,0
449,1.96,0
450,1.96,0
451,1.96,0
452,1.96,0
453,1.96,0
454,1.96,0
455,1.96,0
456,1.96,0
457,1.96,0
458,1.96,0
459,1.96,0
460,1.96,0
461,1.96,0
462,1.96,0
463,1.96,0
464,1.96,0
465,1.96,0
466,1.96,0
467,1.96,0
468,1.96,0
469,1.958888889,0
470,1.957777778,0
471,1.956666667,0
472,1.955555556,0
473,1.954444444,0
474,1.953333333,0
475,1.952222222,0
476,1.951111111,0
477,1.95,0
478,1.95,0
479,1.95,0
480,1.95,0
481,1.95,0
482,1.95,0
483,1.95,0
484,1.95,0
485,1.95,0
486,1.95,0
487,1.95,0
488,1.95,0
489,1.95,0
490,1.95,0
491,1.95,0
492,1.95,0
493,1.95,0
494,1.95,0
495,1.95,0
496,1.95,0
497,1.95,0
498,1.95,0
499,1.95,0
500,1.95,0
501,1.95,0
502,1.95,0
503,1.95,0
504,1.95,0
505,1.95,0
506,1.95,0
507,1.95,0
508,1.949,0
509,1.948,0
510,1.947,0
511,1.946,0
512,1.945,0
513,1.944,0
514,1.943,0
515,1.942,0
516,1.941,0
517,1.94,0
518,1.94,0
519,1.94,0
520,1.94,0
521,1.94,0
522,1.94,0
523,1.94,0
524,1.94,0
525,1.94,0
526,1.94,0
527,1.94,0
528,1.94,0
529,1.94,0
530,1.94,0
531,1.94,0
532,1.94,0
533,1.94,0
534,1.94,0
535,1.94,0
536,1.94,0
537,1.94,0
538,1.94,0
539,1.94,0
540,1.94,0
541,1.94,0
542,1.94,0
543,1.94,0
544,1.94,0
545,1.94,0
546,1.94,0
547,1.94,0
548,1.94,0
549,1.94,0
550,1.94,0
551,1.94,0
552,1.94,0
553,1.939166667,0
554,1.938333333,0
555,1.9375,0
556,1.936666667,0
557,1.935833333,0
558,1.935,0
559,1.934166667,0
560,1.933333333,0
561,1.9325,0
562,1.931666667,0
563,1.930833333,0
564,1.93,0
565,1.93,0
566,1.93,0
567,1.93,0
568,1.93,0
569,1.93,0
570,1.93,0
571,1.93,0
572,1.93,0
573,1.93,0
574,1.93,0
575,1.93,0
576,1.93,0
577,1.93,0
578,1.93,0
579,1.93,0
580,1.93,0
581,1.93,0
582,1.93,0
583,1.93,0
584,1.93,0
585,1.93,0
586,1.93,0
587,1.93,0
588,1.93,0
589,1.93,0
590,1.93,0
591,1.93,0
592,1.93,0
593,1.93,0
594,1.93,0
595,1.93,0
596,1.93,0
597,1.93,0
598,1.93,0
599,1.93,0
600,1.93,0
601,1.93,0
602,1.93,0
603,1.93,0
604,1.93,0
605,1.93,0
606,1.93,0
607,1.93,0
608,1.93,0
609,1.93,0
610,1.93,0
611,1.93,0
612,1.93,0
613,1.93,0
614,1.93,0
615,1.93,0
616,1.93,0
617,1.93,0
618,1.93,0
619,1.93,0
620,1.93,0
621,1.93,0
622,1.929375,0
623,1.92875,0
624,1.928125,0
625,1.9275,0
626,1.926875,0
627,1.92625,0
628,1.925625,0
629,1.925,0
630,1.924375,0
631,1.92375,0
632,1.923125,0
633,1.9225,0
634,1.921875,0
635,1.92125,0
636,1.920625,0
637,1.92,0
638,1.92,0
639,1.92,0
640,1.92,0
641,1.92,0
642,1.92,0
643,1.92,0
644,1.92,0
645,1.92,0
646,1.92,0
647,1.92,0
648,1.92,0
649,1.92,0
650,1.92,0
651,1.92,0
652,1.92,0
653,1.92,0
654,1.92,0
655,1.92,0
656,1.92,0
657,1.92,0
658,1.92,0
659,1.92,0
660,1.92,0
661,1.92,0
662,1.92,0
663,1.92,0
664,1.92,0
665,1.92,0
666,1.92,0
667,1.92,0
668,1.92,0
669,1.92,0
670,1.92,0
671,1.92,0
672,1.92,0
673,1.92,0
674,1.92,0
675,1.92,0
676,1.92,0
677,1.92,0
678,1.92,0
679,1.92,0
680,1.92,0
681,1.92,0
682,1.92,0
683,1.92,0
684,1.92,0
685,1.92,0
686,1.92,0
687,1.92,0
688,1.92,0
689,1.92,0
690,1.92,0
691,1.92,0
692,1.92,0
693,1.92,0
694,1.92,0
695,1.92,0
696,1.92,0
